epoch,train_loss,valid_loss,train_ppl,valid_ppl,valid_bleu,epoch_minutes,tokens_per_sec,steps_total,lr_last
11,2.834346523345618,2.798708550632,17.019274966853878,16.423423050047916,26.385277138147295,5.597912029425303,30886.56362303646,70851,0.00016603091546514356
12,2.79864168466942,2.7794311456382275,16.422324918771032,16.10985418017889,26.98379170961934,5.596817906697591,30892.6016417257,77292,0.00015896259267472894
13,2.766457283021204,2.77695607021451,15.902197115129164,16.07003037980269,26.843402727815292,5.677230322360993,30455.03817267938,83733,0.0001527263949321898
14,2.737054730623965,2.7722795456647873,15.441438859301801,15.995053939442528,27.444487836955414,5.612643909454346,30805.49362587937,90174,0.00014717089941492984
15,2.711126252372634,2.761050906032324,15.046211807562685,15.816455826282414,28.103504546219344,5.6306154251098635,30707.17017637489,96615,0.0001421806491904679
16,2.6869170963347764,2.75910409912467,14.686329517963216,15.78569419401999,27.55535439936953,5.735723435878754,30144.45655911882,103056,0.00013766586614430757
17,2.664692933062296,2.7556536346673965,14.363538301036977,15.731320079192278,27.539006368938907,5.6608082294464115,30543.38864858446,109497,0.00013355554568175818
18,2.640081055396426,2.7527782544493675,14.014339499541695,15.686151522141218,27.481326333995934,5.993493564923605,28847.993853240125,115938,0.00012979269328622432
19,2.6155251706725524,2.7529528588056564,13.674395884178942,15.688890631653658,27.151922777972445,6.34779018163681,27237.8672227814,122379,0.00012633095961823865
20,2.5936053639112693,2.7456631511449814,13.377917019400334,15.57493904691233,27.60231390214971,6.162966521581014,28054.714479434602,128820,0.00012313221343179985
